uid,mid,rating,ts
11,9944,6.3,1230785513
11,10731,6.4,1230784460
11,7350,7,1230788851
11,9869,6.3,1230788606
11,4379,5.6,1230786024
11,146233,7.9,1230785922
11,2034,7.3,1230784185
11,926,6.9,1230859001
11,4248,5.4,1230784317
11,64328,6.5,1230784904
11,36647,6.5,1230853869
11,7214,7.3,1230783065
11,1537,5.9,1230859169
11,9360,4.7,1251170543
11,6282,5.8,1230857283
11,508,7,1230859076
11,9487,6.8,1230787983
11,768,6.6,1230788734
11,2636,5.5,1230788580
11,10478,5.9,1230782724
11,27983,6.2,1230788655
11,9981,5.6,1230789404
11,7453,6.6,1230785075
11,15045,4.3,1230788078
11,7737,6.1,1230858964
11,232672,6.6,1230788594
11,17379,6.4,1230788909
11,8987,6.1,1230787997
11,11359,5.9,1230787636
11,82525,6.2,1230785499
11,9759,6.1,1230859062
11,9486,6,1230857275
11,9906,5.5,1230782674
11,841,6.5,1230855910
11,4688,7.1,1230785925
11,4148,6.7,1230785927
11,2207,6.2,1230786066
11,9381,5.4,1230853853
11,9625,4.7,1230857271
11,9304,5.5,1230857266
11,20856,5.3,1230789406
11,5955,6.5,1230857260
11,9899,6.1,1230784335
11,9826,4.7,1230783788
11,21355,5.8,1230789398
11,10858,7.1,1230782563
11,11439,6.7,1230855905
11,9457,6,1230785789
11,12412,6.3,1230788590
11,1494,6.6,1230857238
11,13184,5,1230853841
11,2185,6.3,1230785306
11,6639,6.4,1230782646
11,38153,4,1230853836
11,58233,6,1230855891
11,116977,2.3,1230859056
11,68734,7.1,1230923254
11,5503,7.2,1230782694
11,27573,5.5,1251170040
11,819,7.3,1230787515
11,1369,6.3,1230783041
11,9623,5.5,1230782748
11,10895,6.9,1230858979
11,10935,6.4,1230789391
11,834,6.4,1230788958
11,228066,5.6,1230785729
11,711,7,1230782656
11,10468,6,1230784732
11,10027,6.6,1230788672
11,11812,5.3,1230788110
11,37233,6.6,1230854280
11,37950,6.8,1230782583
11,27582,6.3,1230788701
11,64688,6.7,1251170922
11,509,7,1230784958
11,7443,6.5,1230859489
11,5966,5.8,1230785615
11,11066,5.4,1230854275
11,136795,6.5,1230784640
11,8095,6.7,1230788870
11,87826,6,1230857185
11,11560,6.1,1251170690
11,25189,6.5,1230854178
11,2637,6.1,1230859482
11,18480,5.4,1230789430
11,709,5.9,1230788921
11,49730,5.6,1251143969
11,2749,5.7,1230782719
11, 'department': 'Crew', 'job': 'Driver',1230853680
11,9607,4,1230859507
11,1830,7,1230859502
11,79,7.2,1230854150
11,54054,5.3,1230789266
11,228967,6.1,1230788503
11,46528,6.3,1230782616
11,27936,6.8,1230789252
11,65,6.8,1230785908
11,280391,5.3,1230788764
11,9476,6.6,1230784884
11,10610,5.3,1230859008
11,745,7.7,1230789135
11,49527,6.2,1230788726
11,73937,5.6,1230788778
11,1885,6.9,1230789353
11,168672,6.8,1230788390
11,18240,6.7,1230853817
11,10398,6.2,1251143388
11,165,7.4,1230788886
11,240832,6.3,1230787667
11,216015,5.2,1230853813
11,12279,4.7,1251170399
11,1645,7,1230785081
11,11007,6,1230784412
11,193756,7.4,1230854128
11,11287,6.7,1230854124
11,259693,7,1230854101
11,37799,7.1,1230783076
11,10184,6.2,1251170238
11,4257,5.3,1230789381
11,4234,5.7,1230789053
11,196,7.1,1230785298
11,257091,5.9,1230854094
11,6114,7.1,1230854086
11,24803,6.6,1230787739
11,109410,6.8,1294796159
11,1213,7,1230854080
11,100042,5.4,1230785037
11,9036,6.7,1230853806
11,257211,7.1,1230853801
11,323675,6.1,1230854075
11,9361,7.1,1230859022
11,1677,7.2,1230785185
11,187,7.2,1230787858
11,7461,6.2,1230785667
11,16538,6.5,1230783574
11,9889,5.7,1230854073
11,820,7.5,1230789319
11,11565,5.4,1251170625
11,6073,5.8,1230789386
11,16996,6.1,1251170564
11,193610,6.2,1230787823
11,19912,5.4,1230782529
11,296098,7.2,1230784737
11,8007,6,1230783100
11,32823,5.9,1230788055
11,4380,5.9,1230787279
11,11551,6.2,1230787506
11,10336,5,1230787884
11,11362,7.3,1230859199
11,50348,7,1230920197
11,48138,6.5,1230857019
11,1124,8,1230853675
11,227159,6.1,1230920211
11,68179,5.7,1230789277
11,1579,7.3,1230783478
11,708,6.2,1230920144
11,34851,6,1230787846
11,9930,5.8,1230788070
11,1586,6.4,1230856804
11,2044,6.5,1251144006
11,9913,6.4,1230854070
11,71864,6.5,1230856800
11,10761,6,1230853796
11,209451,6.8,1230787610
11,11975,6.7,1230788806
11,4970,5.8,1230783644
11,11831,6.8,1230789329
11,9096,5.8,1230854065
11,440,4.9,1251169720
11,11011,5.4,1230788741
11,10641,5.7,1230787901
11,11172,6.2,1230789238
11,39513,6.5,1230789426
11,82687,5.4,1230853791
11,41446,6.1,1230853788
11,8224,6.1,1230854061
11,10537,6.7,1230853783
11,225886,5.3,1251170529
11,10385,5,1230788633
11,55779,5.9,1230859039
11,10154,5.3,1294796201
11,10647,7,1230859193
11,11431,5.9,1230787978
11,8457,5.5,1251170336
11,188161,5.8,1230789023
11,8850,5.4,1230854056
11,64685,6.9,1230788584
11,38357,6.1,1230785165
11,10060,6.3,1294796113
11,11398,5.6,1251170405
11,1833,6.7,1230788888
11,10391,4.9,1230788478
11,8970,5,1230853778
11,9306,4.6,1230859187
11,11370,5.2,1230783226
11,12184,6.4,1230783392
11,1921,6.4,1230854051
11,1683,5.4,1230789183
11,203,7.2,1230789294
11,11858,5.9,1230853775
11,62835,6.5,1230787787
11,18937,6.9,1230785957
11,13536,5.7,1230784901
11,15556,5.9,1230784116
11,10718,4.7,1230789394
11,11062,6,1230853763
11,10802,4.9,1251169969
11,1887,6.5,1230787751
11,6071,5.7,1230853768
11,10461,4.8,1230853758
11,80278,7,1230788346
11,12704,4.2,1230854046
11,10315,7.5,1251170251
11,16643,5.7,1230856754
11,2687,5.7,1230788539
11,194,7.8,1230787521
11,11025,5.5,1294796132
11,8849,5.6,1230789208
11,78698,6.6,1230784442
11,30943,5.9,1230788552
11,9544,3.2,1230783500
11,24418,5.5,1230784119
11,7288,5.9,1230787509
11,14655,6.3,1230856746
11,24575,5.2,1230783123
11,10366,4.2,1230920139
11,19898,6.5,1230788624
11,4965,6.1,1230783053
11,15074,5,1230789100
11,56715,4.8,1230789034
11,1272,7,1230783004
11,72358,6,1230787955
11,20542,5.4,1230859180
11,266396,5.5,1230789270
11,9978,5.1,1230788250
11,8271,6.6,1230853753
11,10428,6.2,1230788810
11,5353,6.6,1230856739
11,11934,7.1,1230785093
11,14392,6.3,1230788473
11,19495,4.3,1230788359
11,110415,6.7,1230783579
11,77459,6.5,1230787838
11,26486,5.9,1230789324
11,9495,7.3,1230789074
11,256040,7.5,1230856729
11,24420,6.7,1230856675
11,1257,5.8,1251143620
11,62214,6.6,1230785984
11,16320,7.4,1230784216
11,8842,4.5,1230785942
11,9531,5.3,1251169509
11,64807,6,1251169624
11,12289,7.1,1251143713
11,11529,6,1251142875
11,20943,6.4,1230858750
11,9099,5.5,1230785619
11,9488,5.3,1251143041
11,193,6.4,1230788278
11,44865,6.3,1230785191
11,55787,6.7,1230788663
11,257932,6.8,1251170305
11,10400,7.2,1230785814
11,1957,6.2,1230788788
11,10833,5.7,1294796176
11,256961,5,1230854026
11,5852,5.6,1230785798
11,12312,5.5,1230785400
11,622,6.3,1230784314
11,11306,5.7,1230787613
11,12508,6,1230788988
11,25793,6.9,1230787512
11,10534,6.3,1251170533
11,1091,7.8,1230854021
11,87421,6.2,1230789334
11,10871,5.8,1230788015
11,13503,5.4,1230785024
11,13600,6.2,1230920268
11,68722,7,1230920155
11,14324,4.3,1230783564
11,14325,7.1,1230920250
11,299687,5.6,1230854017
11,312221,7.3,1230920206
11,23168,7,1230788489
11,76494,5.8,1230789106
11,4944,6.5,1230788451
11,10488,5.6,1230787725
11,96721,7.7,1230785494
11,334,7.5,1294796038
11,23742,5.3,1230783482
11,259694,5.9,1230856670
11,62837,6.7,1230787648
11,8966,5.8,1251143384
11,8470,7,1230787597
11,11001,6.1,1230784056
11,138832,6.8,1230788438
11,16911,5.3,1230856665
11,2163,6.6,1230789118
11,36670,5.8,1230920167
11,23048,6,1294795811
11,227735,6.7,1230856660
11,2155,5.4,1230788616
11,8409,5.8,1230786118
11,222936,5.2,1230785199
11,31908,6.2,1230788917
11,10219,6.3,1251169611
11,48171,5.8,1230783198
11,782,7.5,1230785581
11,75531,4.6,1251170242
11,11802,5.2,1230785414
11,9776,5.3,1251170347
11,18785,7.2,1230789373
11,365222,6.5,1230788771
11,817,6.2,1230784705
11,268,7,1230788427
11,45054,5.9,1230854012
11,943,6.4,1230789433
11,22881,7.2,1294796119
11,10054,5.5,1230785226
11,51540,6.5,1230785341
11,44264,7.2,1230854006
11,350,7,1294795982
11,152,6.2,1294796106
11,109431,5.6,1294795934
11,1598,7,1230788041
11,8065,6.5,1230787867
11,271718,5.9,1230788611
11,11638,5.5,1230785566
11,409,7,1230784448
11,2118,7.7,1230854003
11,11459,5.8,1230789129
11,10806,6.3,1230783438
11,9348,5.5,1230783625
11,377,7.2,1251169711
11,8843,6,1230788678
11,9313,6.3,1230788355
11,39486,6.8,1251170202
11,1273,6,1230788333
11,13920,6.8,1230788759
11,50544,6.5,1230783397
11,325133,5.6,1251143633
11,140823,7.3,1230787808
11,1883,7.2,1230783161
11,89492,5.6,1251169551
11,22949,5.2,1230853997
11,12437,6.2,1230787891
11,2959,5.2,1230789079
11,9957,5.2,1251170120
11,11648,5.8,1251143616
11,9366,7.4,1230787842
11,1576,6.4,1230783428
11,609,7,1230920162
11,5516,6,1251143246
11,13051,5.2,1230787939
11,49530,6.7,1251170092
11,34806,5.7,1230789569
11,49022,5.9,1230788646
11,11469,5.1,1230856654
11,23479,6.9,1230783616
11,11667,4.1,1230783384
11,423,8,1230787763
11,2447,6.4,1230788571
11,10066,5.5,1230920171
11,2288,6.7,1230788684
11,88794,6,1294794526
11,13515,6,1230789065
11,11979,5.4,1230783046
11,169,5.9,1230920279
11,8090,5.9,1230788372
11,11622,6.3,1230787729
11,3604,6.1,1230788705
11,9541,5.8,1251143876
11,94348,5.1,1230784666
11,8197,6.3,1251143180
11,336004,5.6,1230787639
11,35019,6,1230788448
11,10410,6.1,1230787565
11,8836,5.5,1230788649
11,14442,5.9,1230787963
11,321741,7,1230789222
11,59965,5.6,1230785715
11,14175,5.2,1251170254
11,11004,6.9,1230787942
11,11918,4.9,1230850617
11,98357,5.7,1251170429
11,10012,5.1,1230787279
11,49526,6.2,1251142927
11,268920,5.4,1251170520
11,9093,6.5,1251143342
11,119283,5.7,1251144218
11,11823,6,1251170364
11,35169,4.6,1251170322
11,118957,5.3,1294796033
11,849,5.8,1251170446
11,4515,6,1230858779
11,18886,5.7,1230858735
11,6575,6.6,1294796070
11,6440,6.4,1251169681
11,13496,5.7,1251170047
11,18320,7,1251170472
11,22787,5.3,1251143165
11,8967,6.5,1294795647
11,37498,4.7,1251169655
11,144336,5.5,1251170355
11,9616,4.8,1251143812
11,13056,5.6,1251169682
11,14113,4.9,1251170492
11,285783,6.9,1294794549
11,49478,4.7,1250312013
11,9726,6.5,1250311985
11,20763,6.6,1294796015
11,9702,7.7,1294795915
11,9311,6.6,1294794506
12,9280,6.2,859063718
12,26843,7.4,859063774
12,11876,6.7,859063774
12,22267,6.6,859063774
12,45958,7,859063774
12,1969,5.8,859063719
12,310706,0,859063717
12,198663,7,859063997
12,239573,5,859063774
12,10436,7,859063719
12,1381,6.8,859063825
12,2162,5.3,859064062
12,127493,5.1,859064000
12,12429,7.5,859064063
12,228205,7.3,859063825
12,2900,5.4,859063995
12,21311,5.3,859064001
12,77875,5.4,859064062
12,192136,6.5,859063825
12,18254,7.1,859063994
12,881,7.1,859064062
12,10877,5.3,859063774
12,9600,5.6,859064062
12,202575,6.3,859064062
12,71469,4.8,859063998
12,85446,6.7,859063999
12,326,5.1,859064062
12,10685,4.9,859063774
12,7220,6.1,859063718
12,9763,6.6,859063825
12,72387,6.3,859063774
12,12596,5.7,859063717
12,1892,7.9,859063717
12,13460,5.8,859063825
12,8055,7.2,859063774
12,50647,5.3,859063825
13,10719,6.4,849082891
13,9294,6.2,849082742
13,11888,5.3,849082472
13,9647,6.7,849082685
13,9353,5.6,849082571
13,55721,6.5,849082617
13,109414,6.3,849082541
13,10307,6,849082617
13,11978,7,849082518
13,22907,6,849082891
13,87567,5.7,849082472
13,38322,5.3,849082366
13,45612,7.1,849082393
13,7305,6.7,849082651
13,3594,6.3,849082472
13,157841,6.7,849082393
13,11519,5.6,849082697
13,12920,6.3,849082472
13,59,6.9,849082617
13,9335,6.2,849082419
13,12106,6.3,849082891
13,11141,5.6,849082498
13,8649,6.6,849082652
13,31867,6.2,849082742
13,10253,4,849082451
13,3587,5.4,849082366
13,124459,5.3,849082541
13,24662,7.1,849082742
13,32274,7.2,849082419
13,182,5.9,849082652
13,5494,5,849082451
13,28,8,849082498
13,38073,6,849082393
13,2054,6.9,849082419
13,302156,5.7,849082651
13,606,7,849082419
13,87502,6.5,849082617
13,698,5.9,849082518
13,120467,8,849082518
13,11313,6.4,849082498
13,6488,6.2,849082366
13,10559,7,849082541
13,296099,6.2,849082617
13,8012,6.4,849082697
13,1574,6.9,849082450
13,9032,6.1,849082697
13,2770,6,849082742
13,862,7.7,849082393
13,1637,6.8,849082697
13,72570,7,849082451
13,27569,6,849082518
13,10637,7.4,849082891
13,1669,7.2,849082742
13,132363,7.2,849082571
13,9472,6.2,849082571
13,2907,6.7,849082891
13,9273,6.1,849082393
13,9880,6.5,849082498
13,2925,6.5,849082366
13,807,8.1,849082366
13,17654,7.3,849082419
13,11836,6.7,849082541
14,322,7.6,1225311239
14,70,7.7,1225320254
14,9535,6.4,1225309027
14,11036,7.7,1225319900
14,6557,6.1,1225320095
14,18126,6,1225310931
14,16340,6,1225320408
14,10333,5.9,1225311540
14,4476,7.2,1225309974
14,22947,6.7,1225311961
14,2755,6.7,1225319890
14,82654,6.4,1225316659
14,59967,6.6,1225319870
14,16300,4.9,1225311411
14,9598,6,1225316769
14,82696,5.8,1225320198
14,9870,6.4,1225320131
14,8292,6.7,1225309639
14,8780,5.8,1225311292
14,9715,5.8,1225320550
14,10521,5.9,1225308771
14,10762,5.3,1225319827
14,10096,6.3,1225311094
14,59436,7.4,1225319897
14,227783,5.5,1225320281
14,4133,7.4,1225311256
14,10207,5.8,1225311332
14,172,5.6,1225309634
14,21972,5.7,1225309964
14,36593,6.3,1225320328
14,707,6,1225319965
14,533,6.8,1225319918
14,6023,6.9,1225319859
14,6439,5.1,1225320185
14,4347,7.4,1225310745
14,37056,6.6,1225311400
14,4105,6.2,1225311032
14,76489,4.9,1225309007
14,3933,7.2,1225320402
14,9918,7.2,1225320319
14,273481,7.2,1225311724
14,307081,7.3,1225313864
14,16871,6.2,1225314094
14,293863,7.4,1225320471
14,13156,6.9,1225309945
14,41233,6.6,1225314137
14,9266,5.6,1225320113
14,1262,7.1,1225309940
14,4513,6.2,1225309294
14,22970,6.5,1225314327
14,7278,3.7,1225309290
14,9013,7.2,1225314294
14,865,6.4,1225309283
14,10776,6.6,1225310377
14,50456,6.5,1225308897
14,9823,3.8,1225314883
14,59861,5.7,1225314376
14,133805,5.8,1225308749
14,12763,6.6,1225308819
14,9766,6.5,1225319925
14,14034,5.1,1225319907
14,12244,6.6,1225320149
14,109421,6.4,1225314172
14,11137,5.9,1225309104
14,51162,6.8,1225311445
14,10152,4.1,1225311548
14,9452,6.3,1225311518
14,239566,6.4,1225313784
14,53113,6.2,1225309101
14,9271,5.4,1225309931
14,4474,4.8,1225319848
14,184346,5.9,1225315679
14,48340,5.8,1225311360
14,14846,5.2,1225311371
14,72207,5.7,1225309918
14,16232,5,1225319938
14,43539,6.9,1225308877
14,9920,4.8,1225311286
14,8978,6,1225320523
14,11702,6,1225320379
14,18550,5.2,1225309001
14,8869,5.4,1225311921
14,43347,6.6,1225308757
14,3489,5.7,1225308916
14,9701,6.8,1225319912
14,2122,5.5,1225310936
14,37707,5.5,1225309083
14,10658,5.1,1225315030
14,13150,6.3,1225309616
14,9042,5.1,1225308833
14,17813,5,1225320311
14,11208,6.7,1225311368
14,58151,6,1225308826
14,11400,6.4,1225309247
14,10350,4,1225317394
14,28902,5.4,1225309893
14,14164,2.9,1225310728
14,76640,5.7,1225310323
14,11058,4.7,1225314789
14,14844,6.1,1225309866
14,57089,4.8,1225316726
14,1947,6.7,1225309886
14,8054,6.3,1225309862
14,46829,7.2,1225311420
14,146238,5.5,1225310319
14,9989,5.8,1225309858
14,9665,7.4,1225316569
14,311,8.2,1225308809
14,102362,5.9,1225320177
14,11162,6.7,1225310313
14,6016,6,1225313489
14,17186,5.4,1225320490
14,13967,6.3,1225309077
14,2008,5,1225309072
14,9053,5,1225309854
14,4512,7,1225311280
14,76349,5,1225320159
14,31203,5.9,1225308907
14,265208,5.4,1225308905
14,45610,6.4,1225309059
14,50135,5.5,1225309235
14,1874,7,1225309057
14,271331,3,1225308795
14,215211,5.8,1225308768
14,367961,6.4,1225311208
14,10955,6.6,1225310271
14,223702,5.6,1225314805
14,254470,6.8,1225319932
14,69,7.3,1225310245
14,4967,5.9,1225308996
14,9449,5.8,1225320565
14,11499,7.2,1225314416
14,4912,6.6,1225309816
14,12771,5,1225316404
14,323676,5.5,1225320375
14,12506,6.9,1225320142
14,24071,6.3,1225309222
14,11249,4.9,1225320118
14,9667,6.8,1225320427
14,812,7.4,1225313948
14,277216,7.7,1225313966
14,87,7.1,1225308990
14,14444,5.7,1225309215
14,2043,6.1,1225320332
14,315664,6.6,1225310217
14,1428,6.2,1225315345
14,562,7.5,1225311672
14,15373,6.4,1225309203
14,318846,7.3,1225309200
14,26320,6.2,1225309048
14,14292,7,1225310197
14,924,6.8,1225314958
14,2018,5.5,1225317113
14,192577,6.5,1225309436
14,9428,7.4,1225309045
14,2832,7.1,1225320022
14,137093,6.4,1225311384
14,699,6.3,1225316538
14,9778,6.6,1225315962
14,8831,5.5,1225311315
14,9398,6.1,1225310657
14,112949,6.9,1225310154
14,10439,6.4,1225311347
14,3638,6.1,1225314431
14,23483,7.1,1225320347
14,62206,5.6,1225314905
14,10577,4.6,1225310941
14,218778,6.1,1225316254
14,4348,7.7,1225310960
14,78,7.9,1225311858
14,11780,6.5,1225309761
14,192102,6,1225316547
14,2001,6.5,1225310583
14,10383,4.5,1225312010
14,11516,7,1225310946
14,10025,5.8,1225314064
14,15198,6,1225314068
14,23172,5.5,1225309177
14,17834,5.5,1225317185
14,10016,4.8,1225309752
14,10317,5.8,1225310572
14,58431,5.5,1225310819
14,9746,6.8,1225311988
14,13092,6.2,1225311380
14,59859,6.3,1225314397
14,13495,5.6,1225310675
14,254473,5.7,1225311863
14,700,6.2,1225309386
14,4964,6.2,1225312154
14,10024,7.1,1225314921
14,13490,5.7,1225309380
14,15927,6.9,1225311248
14,1259,6.9,1225315996
14,5125,6.2,1225310080
14,174,6.7,1225316325
14,9583,5.6,1225309720
14,9437,6.2,1225309374
14,525,7.5,1225310522
14,10188,6,1225314389
14,63574,6.7,1225313922
14,245,6.6,1225310965
14,9825,5.5,1225309153
14,186,7.4,1225316387
14,9549,7.3,1225314141
14,61891,6.3,1225314414
14,34584,7,1225310496
14,2666,7.2,1225310493
14,12783,6.7,1225316556
14,13155,6.7,1225308746
14,42807,5.9,1225310484
14,28355,6.1,1225310046
14,8080,5.5,1225310044
14,5126,6.8,1225311048
14,56288,4.4,1225309696
14,303858,6.5,1225311019
14,1613,5.9,1225311909
14,31582,5.9,1225309158
14,16617,6.3,1225314489
14,8944,5.2,1225310464
14,41488,5.9,1225311849
14,37028,6.9,1225311219
14,14560,5.2,1225314258
14,10330,6,1225310793
14,6957,6.2,1225314619
14,1934,6.8,1225311352
14,169917,6.2,1225310443
14,951,5.8,1225310922
14,10189,6.6,1225309345
14,9454,6.8,1225311873
14,2055,7,1225316643
14,1551,6.3,1225320627
14,5902,6.9,1225311587
14,11460,6.2,1225311925
14,9358,5.9,1225311620
14,134,7.3,1225310007
14,22894,5.2,1225310898
14,134374,6.1,1225310704
14,1901,5.9,1225309672
14,15028,4.9,1225309996
14,11509,7.1,1225311404
14,7445,6.8,1225314270
14,17047,5.2,1225311071
14,62838,5.7,1225316148
15,2057,5.8,840207465
15,70436,6.1,840207537
15,16784,4.8,840207366
15,8011,4.5,840206835
15,31640,5.5,840206835
15,9092,6,840206835
15,2779,6.5,840207537
15,316002,3.9,840207039
15,36355,5.3,840207617
15,238615,6.3,840207366
15,1985,6.8,840206642
15,615,6.9,840206704
15,788,7,840206786
15,380,7.6,840206704
15,13223,7.8,840206747
15,10523,6.1,840207537
15,8681,7.2,840206642
15,239571,7.2,840207686
15,619,6.1,840206786
15,424,8.3,840207366
15,50014,7.8,840206786
15,162903,5.7,840206704
15,11024,5.4,840206704
15,208763,4.9,840207039
15,6466,5.8,840207618
15,254024,4.7,840207618
15,12589,5.6,840206642
15,7191,6.4,840206786
15,1497,5.8,840207686
15,117,7.6,840206747
15,6977,7.7,840207465
15,168530,6.1,840207039
15,634,6.5,840207748
15,392,6.8,840207465
15,10327,5.1,840207537
15,88042,5.7,840207748
15,41630,6.1,840207464
15,11969,7.4,840207748
15,2085,6,840207686
15,794,7.2,840207366
15,9286,5.8,840206704
15,77877,6.8,840206642
15,1265,7,840206642
15,866,7.2,840206747
15,175555,7,840207686
15,75174,6.4,840206747
15,11096,6.1,840207748
15,8699,6.7,840207465
15,769,8.2,840207618
16,10923,5,990969772
16,11283,6.4,990969532
16,111,8,990969977
16,11676,6.3,990970136
16,746,7.4,990969977
16,77866,6.1,990970295
16,9416,5.9,990970213
16,7345,7.9,990970069
16,14317,5.8,990970295
16,20694,5.6,990969738
16,12277,5.5,990970091
16,9779,6.3,990969738
16,2140,6.4,990970069
16,12620,5.6,990969709
16,14177,5.4,990969672
16,198185,6.6,990969738
16,227156,6.4,990970069
16,10735,5.8,990969912
16,11351,5.5,990969803
16,10030,5.5,990969772
16,10623,5.8,990970114
16,590,7,990969803
16,9655,6.4,990970295
16,1268,6.1,990970213
16,11237,4.9,990970295
16,190955,6,990969772
16,5123,7.1,990970114
16,4518,7.1,990970042
16,11932,5.5,990970295
16,11165,6.9,990969950
16,6116,4.7,990969571
16,57431,5.4,990969593
16,21724,4.7,990969593
16,278,8.5,990970114
16,9290,4.7,990970153
16,11543,6.7,990970042
16,284536,5.7,990969738
16,152737,6.9,990969912
16,13374,5.9,990969977
16,8976,6.5,990969772
16,319888,7.2,990969772
16,9469,6.7,990970042
16,1909,6.2,990970213
16,22971,6.6,990969738
16,34813,6.2,990969855
16,46261,5.4,990969995
16,10431,6,990969571
16,8051,6.9,990970189
16,9352,6.5,990969571
16,10167,4.6,990969709
16,18147,5.4,990970213
16,17170,4.7,990969772
16,18975,5,990969977
16,15487,6.9,990969912
16,22825,5.4,990969879
16,11152,5.6,990969879
16,1831,4.3,990969672
16,43931,5.2,990970169
16,10591,6.3,990970189
16,10861,5.2,990969977
17,12770,4.4,978765863
17,276907,6.7,978765863
17,10074,6.3,978765886
17,65055,4.9,978765863
17,10397,7,978765863
17,200505,6.5,979686312
17,11954,6.2,989445421
17,60309,6.2,978765504
17,9787,7,979686312
17,293646,6,978765350
17,6978,7.1,979686275
17,133698,5.6,978765886
17,59440,7.7,979686312
17,1770,6.7,979686250
17,10655,6.6,979686275
17,8988,6.1,978765402
17,15992,4.6,944228663
17,17707,6.2,978765486
17,77883,5.8,979686275
17,40001,5.3,979686183
17,64639,5.5,979686183
17,9903,6.4,979686183
17,21338,5.7,989543725
17,20766,6.8,989363249
17,24264,5,998691698
17,19803,5.5,999290608
18,20309,4.8,1267347706
18,9912,7.3,1195573695
18,9067,5.5,1195573677
18,27360,5.1,1195573672
18,8338,6.4,1195573680
18,168705,3.5,1195573228
18,72113,7,1195573300
18,9729,5.9,1195573666
18,94352,6.1,1195573707
18,22256,6.2,1195573712
18,12404,6.6,1195573690
18,152742,7.7,1195573661
18,11699,6,1195573716
18,49953,5.6,1195573174
18,48034,7.1,1236356241
18,39845,6,1283426281
18,25353,3.8,1196423585
18,36696,6.3,1196423622
18,109091,5,1196423372
18,38543,6.2,1196423259
18,33157,7,1236356224
18,290864,6.5,1236293194
18,242166,4.1,1196423551
18,859,7,1196423490
18,83770,5.5,1236356476
18,168,6.9,1195573248
18,1246,6.5,1196423234
18,4233,6.1,1236293443
18,174751,5.4,1264288804
18,184098,6.4,1236356556
18,2069,6.2,1236292683
18,1788,6.4,1262461363
18,11635,6.6,1195573195
18,177,7.2,1195573262
18,3600,5.1,1195573225
18,2621,6.1,1236356245
18,10358,6.1,1195573179
18,10480,5.9,1234304051
18,10313,5.9,1263940759
18,18828,5.5,1236292957
18,3558,7.6,1236292945
18,13476,5.5,1236292961
18,10208,5.8,1236356282
18,24961,5.9,1195573152
18,20697,4.7,1195573233
18,20761,5.7,1236356454
18,70868,5,1195573728
18,43593,5.3,1195573321
18,6478,6.5,1236293533
18,40688,4.1,1196423511
18,26672,6.8,1234208115
18,45881,5.4,1195573347
18,41283,6.1,1236293215
18,4935,8.2,1236293267
18,19908,7.2,1195573314
18,10663,5.9,1195573368
18,1891,8.2,1283426195
18,9737,6.5,1214135891
18,37137,6.6,1262461295
18,9532,6.4,1236292988
18,10316,6.5,1196423446
18,2787,6.7,1195573873
18,12658,6,1236293614
18,152601,7.9,1195573954
18,10866,6.3,1236293319
18,227707,5.1,1195574043
18,21349,5.9,1195573993
18,19150,6.4,1195574142
18,70435,5.6,1195573950
18,580,3.5,1195573866
18,9819,6.6,1211218352
18,13579,6.5,1195573999
18,20024,6.6,1236293555
18,2453,6.1,1195573970
18,6973,6.6,1236293050
18,11156,6.6,1196423419
18,354110,5.8,1196423559
18,22215,5.9,1195573939
18,11632,5.5,1196423436
18,30596,6.5,1236292440
18,3021,6.5,1195573904
18,957,6.7,1263940777
18,256917,6.8,1283426198
18,251,6.9,1195573898
18,544,6.5,1267347789
18,11395,6.3,1195573901
18,14635,6.5,1196423058
18,13680,6,1195573876
18,688,7.3,1236356489
18,11090,4.6,1195573257
18,783,7.4,1195574053
18,228194,7.3,1195573783
18,1642,5.6,1195573879
18,10950,7.2,1195573925
18,235260,5.9,1195573861
18,277,6.6,1195573942
18,8999,6.1,1236293298
18,11323,6,1196423629
18,10445,6.8,1283426161
18,11453,4.7,1195573567
18,146239,6.2,1239827838
18,205588,6,1195573825
18,10878,5.4,1196423210
18,82650,6,1236292610
18,10279,6.3,1206550220
18,2294,6.4,1204200841
18,2176,5.4,1236293178
18,270487,5.7,1236293070
18,19366,5.3,1243463620
18,204082,6.4,1234304461
18,24100,6.1,1210866305
18,1599,6.2,1267347729
18,5550,4.2,1225143599
18,30379,3.6,1234303868
18,42586,4.9,1264288772
18,17709,3.8,1237115721
18,287948,5.2,1243463648
18,7548,5.9,1262461322
18,9075,7.2,1267347685
18,11661,7.2,1283426140
18,109513,5.5,1283426256
19,12085,5.9,855176628
19,204922,6.2,855176684
19,38985,7.4,855176684
19,44113,5.2,855176684
19,21494,6.7,855176723
19,164457,6.5,855176628
19,4566,6.5,855176628
19,17795,6.3,855176627
19,1073,7,855177136
19,153158,6,855176926
19,81836,5.6,855176628
19,10724,5.5,855177339
19,9473,7.1,855176849
19,2196,6.9,855176882
19,1499,5.1,855176772
19,20857,6.3,855176926
19,82693,6.9,855176926
19,1646,7.5,855176926
19,44944,7,855176628
19,4108,6.6,855176806
19,8456,6.4,855177162
19,7341,5.1,855176684
19,19255,6.7,855176773
19,10187,5.8,855176628
19,31005,6.5,855176722
19,49517,6.6,855176684
19,44857,5.5,855176684
19,50780,6.3,855176849
19,16363,5.9,855176773
19,1946,6.7,855176773
19,85,7.7,855176628
19,772,6.3,855177105
